wbgene,gene_name,gene_id,concise_description,automated_description,gene_class_description,go_term,go_name,go_description,inside_CI,eqtl,vars,pc_vars,go_annotation
WBGene00000450,ceh-28,K03A11.3,"ceh-28 encodes a homeodomain protein of the NK-2 family; ceh-28  is expressed in a single pharyngeal neuron, M4; within M4, CEH-28 functions to positively  regulate the expression of dbl-1, which encodes a TGF-beta, and hence, TGF-beta  signaling to ensure proper morphology of the pharyngeal g1 gland cells that are  located adjacent to M4. ","Is an ortholog of human NKX2-6 (NK2 homeobox 6). Is predicted  to have DNA-binding transcription factor activity, RNA polymerase II-specific and  RNA polymerase II proximal promoter sequence-specific DNA binding activity. Is involved  in positive regulation of transcription by RNA polymerase II and regulation of synapse  organization. Is expressed in several structures, including ABalaappa; ABalaappaa;  ABalaappap; ABalapapa; and M4 neuron. Human ortholog(s) of this gene are implicated  in double outlet right ventricle. ",C. Elegans Homeobox ,GO:0043565,sequence-specific DNA binding,"Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00000450,ceh-28,K03A11.3,"ceh-28 encodes a homeodomain protein of the NK-2 family; ceh-28  is expressed in a single pharyngeal neuron, M4; within M4, CEH-28 functions to positively  regulate the expression of dbl-1, which encodes a TGF-beta, and hence, TGF-beta  signaling to ensure proper morphology of the pharyngeal g1 gland cells that are  located adjacent to M4. ","Is an ortholog of human NKX2-6 (NK2 homeobox 6). Is predicted  to have DNA-binding transcription factor activity, RNA polymerase II-specific and  RNA polymerase II proximal promoter sequence-specific DNA binding activity. Is involved  in positive regulation of transcription by RNA polymerase II and regulation of synapse  organization. Is expressed in several structures, including ABalaappa; ABalaappaa;  ABalaappap; ABalapapa; and M4 neuron. Human ortholog(s) of this gene are implicated  in double outlet right ventricle. ",C. Elegans Homeobox ,GO:0045944,positive regulation of transcription by RNA polymerase II,"Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00000450,ceh-28,K03A11.3,"ceh-28 encodes a homeodomain protein of the NK-2 family; ceh-28  is expressed in a single pharyngeal neuron, M4; within M4, CEH-28 functions to positively  regulate the expression of dbl-1, which encodes a TGF-beta, and hence, TGF-beta  signaling to ensure proper morphology of the pharyngeal g1 gland cells that are  located adjacent to M4. ","Is an ortholog of human NKX2-6 (NK2 homeobox 6). Is predicted  to have DNA-binding transcription factor activity, RNA polymerase II-specific and  RNA polymerase II proximal promoter sequence-specific DNA binding activity. Is involved  in positive regulation of transcription by RNA polymerase II and regulation of synapse  organization. Is expressed in several structures, including ABalaappa; ABalaappaa;  ABalaappap; ABalapapa; and M4 neuron. Human ortholog(s) of this gene are implicated  in double outlet right ventricle. ",C. Elegans Homeobox ,GO:0050807,regulation of synapse organization,"Any process that modulates the physical form of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell).",TRUE,FALSE,FALSE,FALSE,NA
WBGene00000482,chd-3,T14G8.1,chd-3 encodes a PHD-finger SNF2 family member containing a  chromo domain and a C-terminal helicase domain that affects Notch-dependent vulval  development; expressed in virtually all embryonic cells and in many larval nuclei. ,"Is an ortholog of human CHD4 (chromodomain helicase DNA binding  protein 4). Is predicted to have DNA helicase activity. Is involved in cell fate  determination; negative regulation of Ras protein signal transduction; and negative  regulation of vulval development. Is expressed in several structures, including  DTC; pharynx; ventral nerve cord; vulva; and vulval precursor cell. ",Chromodomain and Helicase Domain protein ,GO:0000118,histone deacetylase complex,A protein complex that possesses histone deacetylase activity.,TRUE,FALSE,TRUE,FALSE,NA
WBGene00000482,chd-3,T14G8.1,chd-3 encodes a PHD-finger SNF2 family member containing a  chromo domain and a C-terminal helicase domain that affects Notch-dependent vulval  development; expressed in virtually all embryonic cells and in many larval nuclei. ,"Is an ortholog of human CHD4 (chromodomain helicase DNA binding  protein 4). Is predicted to have DNA helicase activity. Is involved in cell fate  determination; negative regulation of Ras protein signal transduction; and negative  regulation of vulval development. Is expressed in several structures, including  DTC; pharynx; ventral nerve cord; vulva; and vulval precursor cell. ",Chromodomain and Helicase Domain protein ,GO:0000166,nucleotide binding,"Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose.",TRUE,FALSE,TRUE,FALSE,NA
WBGene00000482,chd-3,T14G8.1,chd-3 encodes a PHD-finger SNF2 family member containing a  chromo domain and a C-terminal helicase domain that affects Notch-dependent vulval  development; expressed in virtually all embryonic cells and in many larval nuclei. ,"Is an ortholog of human CHD4 (chromodomain helicase DNA binding  protein 4). Is predicted to have DNA helicase activity. Is involved in cell fate  determination; negative regulation of Ras protein signal transduction; and negative  regulation of vulval development. Is expressed in several structures, including  DTC; pharynx; ventral nerve cord; vulva; and vulval precursor cell. ",Chromodomain and Helicase Domain protein ,GO:0001709,cell fate determination,"A process involved in cell fate commitment. Once determination has taken place, a cell becomes committed to differentiate down a particular pathway regardless of its environment.",TRUE,FALSE,TRUE,FALSE,NA
WBGene00000482,chd-3,T14G8.1,chd-3 encodes a PHD-finger SNF2 family member containing a  chromo domain and a C-terminal helicase domain that affects Notch-dependent vulval  development; expressed in virtually all embryonic cells and in many larval nuclei. ,"Is an ortholog of human CHD4 (chromodomain helicase DNA binding  protein 4). Is predicted to have DNA helicase activity. Is involved in cell fate  determination; negative regulation of Ras protein signal transduction; and negative  regulation of vulval development. Is expressed in several structures, including  DTC; pharynx; ventral nerve cord; vulva; and vulval precursor cell. ",Chromodomain and Helicase Domain protein ,GO:0003677,DNA binding,Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).,TRUE,FALSE,TRUE,FALSE,NA
WBGene00000482,chd-3,T14G8.1,chd-3 encodes a PHD-finger SNF2 family member containing a  chromo domain and a C-terminal helicase domain that affects Notch-dependent vulval  development; expressed in virtually all embryonic cells and in many larval nuclei. ,"Is an ortholog of human CHD4 (chromodomain helicase DNA binding  protein 4). Is predicted to have DNA helicase activity. Is involved in cell fate  determination; negative regulation of Ras protein signal transduction; and negative  regulation of vulval development. Is expressed in several structures, including  DTC; pharynx; ventral nerve cord; vulva; and vulval precursor cell. ",Chromodomain and Helicase Domain protein ,GO:0003678,DNA helicase activity,"Catalysis of the reaction: NTP + H2O = NDP + phosphate, to drive the unwinding of a DNA helix.",TRUE,FALSE,TRUE,FALSE,NA
WBGene00000482,chd-3,T14G8.1,chd-3 encodes a PHD-finger SNF2 family member containing a  chromo domain and a C-terminal helicase domain that affects Notch-dependent vulval  development; expressed in virtually all embryonic cells and in many larval nuclei. ,"Is an ortholog of human CHD4 (chromodomain helicase DNA binding  protein 4). Is predicted to have DNA helicase activity. Is involved in cell fate  determination; negative regulation of Ras protein signal transduction; and negative  regulation of vulval development. Is expressed in several structures, including  DTC; pharynx; ventral nerve cord; vulva; and vulval precursor cell. ",Chromodomain and Helicase Domain protein ,GO:0003682,chromatin binding,"Interacting selectively and non-covalently with chromatin, the network of fibers of DNA, protein, and sometimes RNA, that make up the chromosomes of the eukaryotic nucleus during interphase.",TRUE,FALSE,TRUE,FALSE,NA
WBGene00000482,chd-3,T14G8.1,chd-3 encodes a PHD-finger SNF2 family member containing a  chromo domain and a C-terminal helicase domain that affects Notch-dependent vulval  development; expressed in virtually all embryonic cells and in many larval nuclei. ,"Is an ortholog of human CHD4 (chromodomain helicase DNA binding  protein 4). Is predicted to have DNA helicase activity. Is involved in cell fate  determination; negative regulation of Ras protein signal transduction; and negative  regulation of vulval development. Is expressed in several structures, including  DTC; pharynx; ventral nerve cord; vulva; and vulval precursor cell. ",Chromodomain and Helicase Domain protein ,GO:0004386,helicase activity,"Catalysis of the reaction: NTP + H2O = NDP + phosphate, to drive the unwinding of a DNA or RNA helix.",TRUE,FALSE,TRUE,FALSE,NA
WBGene00000482,chd-3,T14G8.1,chd-3 encodes a PHD-finger SNF2 family member containing a  chromo domain and a C-terminal helicase domain that affects Notch-dependent vulval  development; expressed in virtually all embryonic cells and in many larval nuclei. ,"Is an ortholog of human CHD4 (chromodomain helicase DNA binding  protein 4). Is predicted to have DNA helicase activity. Is involved in cell fate  determination; negative regulation of Ras protein signal transduction; and negative  regulation of vulval development. Is expressed in several structures, including  DTC; pharynx; ventral nerve cord; vulva; and vulval precursor cell. ",Chromodomain and Helicase Domain protein ,GO:0005524,ATP binding,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",TRUE,FALSE,TRUE,FALSE,NA
WBGene00000482,chd-3,T14G8.1,chd-3 encodes a PHD-finger SNF2 family member containing a  chromo domain and a C-terminal helicase domain that affects Notch-dependent vulval  development; expressed in virtually all embryonic cells and in many larval nuclei. ,"Is an ortholog of human CHD4 (chromodomain helicase DNA binding  protein 4). Is predicted to have DNA helicase activity. Is involved in cell fate  determination; negative regulation of Ras protein signal transduction; and negative  regulation of vulval development. Is expressed in several structures, including  DTC; pharynx; ventral nerve cord; vulva; and vulval precursor cell. ",Chromodomain and Helicase Domain protein ,GO:0005634,nucleus,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",TRUE,FALSE,TRUE,FALSE,NA
WBGene00000482,chd-3,T14G8.1,chd-3 encodes a PHD-finger SNF2 family member containing a  chromo domain and a C-terminal helicase domain that affects Notch-dependent vulval  development; expressed in virtually all embryonic cells and in many larval nuclei. ,"Is an ortholog of human CHD4 (chromodomain helicase DNA binding  protein 4). Is predicted to have DNA helicase activity. Is involved in cell fate  determination; negative regulation of Ras protein signal transduction; and negative  regulation of vulval development. Is expressed in several structures, including  DTC; pharynx; ventral nerve cord; vulva; and vulval precursor cell. ",Chromodomain and Helicase Domain protein ,GO:0006325,chromatin organization,"Any process that results in the specification, formation or maintenance of the physical structure of eukaryotic chromatin.",TRUE,FALSE,TRUE,FALSE,NA
